Source,Article URL,Article Section,Publication Date,Headline (Text),Headline Length,Article Word Count,Scrape Date
ABC News,https://abcnews.go.com/GMA/Culture/kelly-hospitalized-after-alleged-overdose-prison-attorneys/story?id=122936611,Lifestyle,,"R. Kelly hospitalized after alleged overdose in prison, attorneys say",10,336,2025-06-17T14:21:35.250500
ABC News,https://abcnews.go.com/Technology/wireStory/ai-chatbots-books-learn-libraries-opening-stacks-122770839,Technology,,AI chatbots need more books to learn from. These libraries are opening their stacks,14,1162,2025-06-17T14:21:35.464045
ABC News,https://abcnews.go.com/International/wireStory/austria-gunman-become-fascinated-school-shootings-investigators-122930252,World,,"Austria gunman had become fascinated with school shootings, investigators say",10,358,2025-06-17T14:21:35.608616
ABC News,https://abcnews.go.com/Health/wireStory/us-abortion-clinics-closing-states-abortion-legal-cuts-122929116,Health,,US abortion clinics are closing even in states where abortion is legal. More cuts could be coming,17,993,2025-06-17T14:21:35.768107
ABC News,https://abcnews.go.com/Health/wireStory/us-measles-count-nears-1200-cases-ohio-officials-122664828,Health,,"US measles count nears 1,200 cases as Ohio officials confirm 3 outbreaks are over",14,1309,2025-06-17T14:21:35.970092
ABC News,https://abcnews.go.com/Entertainment/wireStory/music-review-bruce-springsteen-takes-lost-albums-off-122916922,Entertainment,,Music Review: Bruce Springsteen takes seven 'Lost Albums' off the shelf for a new box set,16,902,2025-06-17T14:21:36.184474
ABC News,https://abcnews.go.com/Technology/wireStory/dozens-states-sue-block-sale-23andme-personal-genetic-122680017,Technology,,Dozens of states sue to block the sale of 23andMe data without customer consent,14,301,2025-06-17T14:21:36.346286
ABC News,https://abcnews.go.com/Technology/wireStory/warner-bros-discovery-split-companies-dividing-cable-streaming-122647166,Technology,,"Warner Bros. Discovery to split into 2 companies, dividing cable, streaming services",12,296,2025-06-17T14:21:36.511706
ABC News,https://abcnews.go.com/Politics/davids-sling-arrow-anti-missile-systems-israel-defeated/story?id=114403653,Politics,,'David's Sling' and 'Arrow' anti-missile systems: How Israel defends against Iranian retaliation,12,375,2025-06-17T14:21:36.808906
ABC News,https://abcnews.go.com/Business/wireStory/group-summit-canada-trump-attend-122805005,Business,,What to know about the Group of Seven summit in Canada that Trump will attend,15,1097,2025-06-17T14:21:36.989460
ABC News,https://abcnews.go.com/Health/wireStory/planet-warming-emissions-dropped-companies-report-epa-end-122570772,Health,,Emissions fell when firms reported them—EPA may end rule,9,1011,2025-06-17T14:21:37.132406
ABC News,https://abcnews.go.com/Politics/trump-denies-reaching-iran-threatens-hard-tehran-strikes/story?id=122920648,Politics,,"Trump denies reaching out to Iran, threatens to 'come down so hard' if Tehran strikes US assets",17,465,2025-06-17T14:21:37.242494
ABC News,https://abcnews.go.com/Business/wireStory/louisiana-poised-hike-sports-betting-tax-colleges-pay-122915924,Business,,Louisiana is poised to hike its sports betting tax to help colleges pay their athletes,15,1029,2025-06-17T14:21:37.448984
